film_id;title;release_year;rating;actor_name
420;Holes Brannigan;1996;PG;Morgan Mcdormand
866;Sunset Racer;1996;NC-17;Morgan Mcdormand
128;Catch Amistad;1996;G;Dan Streep
420;Holes Brannigan;1996;PG;Dan Streep
509;Language Cowboy;1996;NC-17;Warren Jackman
353;Gentlemen Stage;1996;NC-17;Liza Bergman
718;Rebel Airport;1996;G;Salma Nolte
3;Adaptation Holes;1996;NC-17;Julianne Dench
96;Breaking Home;1996;PG-13;Frances Tomei
411;Heavenly Gun;1996;NC-17;Kevin Garland
525;Loathing Legally;1996;R;Greta Keitel
353;Gentlemen Stage;1996;NC-17;Rita Reynolds
420;Holes Brannigan;1996;PG;Ed Mansfield
96;Breaking Home;1996;PG-13;Morgan Williams
160;Club Graffiti;1996;PG-13;Morgan Williams
509;Language Cowboy;1996;NC-17;Whoopi Hurt
207;Dangerous Uptown;1996;PG;Cate Harris
350;Garden Island;1996;G;Jada Ryder
207;Dangerous Uptown;1996;PG;Albert Johansson
718;Rebel Airport;1996;G;Emily Dee
128;Catch Amistad;1996;G;Ian Tandy
122;Carrie Bunch;1996;PG;Greta Malden
353;Gentlemen Stage;1996;NC-17;Greta Malden
353;Gentlemen Stage;1996;NC-17;Harvey Hope
279;Elizabeth Shane;1996;NC-17;Oprah Kilmer
867;Super Wyoming;1996;PG;Nick Degeneres
13;Ali Forever;1996;PG;Jon Chase
160;Club Graffiti;1996;PG-13;Lisa Monroe
353;Gentlemen Stage;1996;NC-17;Ed Guiness
420;Holes Brannigan;1996;PG;Matthew Carrey
160;Club Graffiti;1996;PG-13;Debbie Akroyd
679;Pilot Hoosiers;1996;PG;Debbie Akroyd
867;Super Wyoming;1996;PG;Humphrey Garland
411;Heavenly Gun;1996;NC-17;Michael Bolger
509;Language Cowboy;1996;NC-17;Cuba Birch
411;Heavenly Gun;1996;NC-17;Audrey Bailey
679;Pilot Hoosiers;1996;PG;Audrey Bailey
420;Holes Brannigan;1996;PG;Gregory Gooding
689;Pollock Deliverance;1996;PG;Burt Temple
122;Carrie Bunch;1996;PG;Bela Walken
837;Stage World;1996;PG;Bela Walken
689;Pollock Deliverance;1996;PG;Julia Fawcett
811;Smile Earring;1995;G;Nick Wahlberg
712;Raiders Antitrust;1995;PG-13;Jennifer Davis
19;Amadeus Holy;1995;PG;Johnny Lollobrigida
811;Smile Earring;1995;G;Johnny Lollobrigida
817;Soldiers Evolution;1995;R;Johnny Lollobrigida
225;Destination Jerk;1995;PG-13;Grace Mostel
811;Smile Earring;1995;G;Joe Swank
34;Arabia Dogma;1995;NC-17;Karl Berry
817;Soldiers Evolution;1995;R;Uma Wood
472;Italian African;1995;G;Vivien Bergen
817;Soldiers Evolution;1995;R;Cuba Olivier
548;Magnificent Chitty;1995;R;Fred Costner
573;Microcosmos Paradise;1995;PG-13;Helen Voight
673;Personal Ladybugs;1995;PG-13;Bob Fawcett
912;Trojan Tomorrow;1995;PG;Elvis Marx
673;Personal Ladybugs;1995;PG-13;Sandra Kilmer
34;Arabia Dogma;1995;NC-17;Rip Crawford
225;Destination Jerk;1995;PG-13;Rip Crawford
19;Amadeus Holy;1995;PG;Julia Mcqueen
34;Arabia Dogma;1995;NC-17;Julia Mcqueen
723;Reign Gentlemen;1995;PG-13;Alec Wayne
312;Fiddler Lost;1995;R;Tim Hackman
712;Raiders Antitrust;1995;PG-13;Milla Peck
748;Rugrats Shakespeare;1995;PG-13;Judy Dean
817;Soldiers Evolution;1995;R;Judy Dean
19;Amadeus Holy;1995;PG;Val Bolger
320;Flamingos Connecticut;1995;PG-13;Goldie Brody
34;Arabia Dogma;1995;NC-17;Johnny Cage
494;Karate Moon;1995;PG-13;Johnny Cage
723;Reign Gentlemen;1995;PG-13;Johnny Cage
912;Trojan Tomorrow;1995;PG;Jodie Degeneres
320;Flamingos Connecticut;1995;PG-13;Tom Miranda
673;Personal Ladybugs;1995;PG-13;Tom Miranda
19;Amadeus Holy;1995;PG;Kirk Jovovich
767;Scalawag Duck;1995;NC-17;Reese Kilmer
312;Fiddler Lost;1995;R;Frances Day-Lewis
811;Smile Earring;1995;G;Anne Cronyn
573;Microcosmos Paradise;1995;PG-13;Mena Temple
320;Flamingos Connecticut;1995;PG-13;Fay Kilmer
298;Eyes Driving;1995;PG-13;Dan Harris
34;Arabia Dogma;1995;NC-17;Jude Cruise
592;Monster Spartacus;1995;PG;Jude Cruise
767;Scalawag Duck;1995;NC-17;Jude Cruise
578;Million Ace;1995;PG-13;Christian Akroyd
297;Extraordinary Conquerer;1995;G;Henry Berry
767;Scalawag Duck;1995;NC-17;Christian Neeson
225;Destination Jerk;1995;PG-13;Cameron Wray
34;Arabia Dogma;1995;NC-17;Sean Williams
548;Magnificent Chitty;1995;R;Gary Penn
748;Rugrats Shakespeare;1995;PG-13;Gary Penn
848;Stone Fire;1995;G;Milla Keitel
34;Arabia Dogma;1995;NC-17;Burt Posey
912;Trojan Tomorrow;1995;PG;Angelina Astaire
767;Scalawag Duck;1995;NC-17;Groucho Sinatra
811;Smile Earring;1995;G;Groucho Sinatra
622;Newsies Story;1995;G;Ralph Cruz
578;Million Ace;1995;PG-13;Scarlett Damon
19;Amadeus Holy;1995;PG;James Pitt
312;Fiddler Lost;1995;R;James Pitt
297;Extraordinary Conquerer;1995;G;Minnie Zellweger
548;Magnificent Chitty;1995;R;Greg Chaplin
312;Fiddler Lost;1995;R;Spencer Peck
817;Soldiers Evolution;1995;R;Sean Guiness
712;Raiders Antitrust;1995;PG-13;Kirsten Akroyd
573;Microcosmos Paradise;1995;PG-13;Ellen Presley
320;Flamingos Connecticut;1995;PG-13;Kenneth Torn
548;Magnificent Chitty;1995;R;Kenneth Torn
712;Raiders Antitrust;1995;PG-13;Kenneth Torn
312;Fiddler Lost;1995;R;Daryl Wahlberg
748;Rugrats Shakespeare;1995;PG-13;Daryl Wahlberg
320;Flamingos Connecticut;1995;PG-13;Gene Willis
312;Fiddler Lost;1995;R;Meg Hawke
297;Extraordinary Conquerer;1995;G;Chris Bridges
912;Trojan Tomorrow;1995;PG;Chris Bridges
622;Newsies Story;1995;G;Jim Mostel
494;Karate Moon;1995;PG-13;Susan Davis
34;Arabia Dogma;1995;NC-17;Walter Torn
712;Raiders Antitrust;1995;PG-13;Walter Torn
845;Stepmom Dream;1995;NC-17;Walter Torn
912;Trojan Tomorrow;1995;PG;Matthew Leigh
19;Amadeus Holy;1995;PG;Penelope Cronyn
548;Magnificent Chitty;1995;R;Gina Degeneres
673;Personal Ladybugs;1995;PG-13;Warren Nolte
622;Newsies Story;1995;G;Sylvester Dern
801;Sister Freddy;1995;PG-13;Susan Davis
912;Trojan Tomorrow;1995;PG;Susan Davis
34;Arabia Dogma;1995;NC-17;Russell Bacall
312;Fiddler Lost;1995;R;Russell Bacall
817;Soldiers Evolution;1995;R;Russell Bacall
723;Reign Gentlemen;1995;PG-13;Morgan Hopkins
748;Rugrats Shakespeare;1995;PG-13;Morgan Hopkins
622;Newsies Story;1995;G;Dan Streep
298;Eyes Driving;1995;PG-13;Renee Tracy
578;Million Ace;1995;PG-13;Renee Tracy
592;Monster Spartacus;1995;PG;Warren Jackman
297;Extraordinary Conquerer;1995;G;Liza Bergman
673;Personal Ladybugs;1995;PG-13;Salma Nolte
494;Karate Moon;1995;PG-13;Julianne Dench
312;Fiddler Lost;1995;R;Scarlett Bening
34;Arabia Dogma;1995;NC-17;Frances Tomei
573;Microcosmos Paradise;1995;PG-13;Kevin Garland
312;Fiddler Lost;1995;R;Cate Mcqueen
912;Trojan Tomorrow;1995;PG;Cate Mcqueen
592;Monster Spartacus;1995;PG;Greta Keitel
320;Flamingos Connecticut;1995;PG-13;Jane Jackman
494;Karate Moon;1995;PG-13;Jane Jackman
320;Flamingos Connecticut;1995;PG-13;Rita Reynolds
673;Personal Ladybugs;1995;PG-13;Cate Harris
494;Karate Moon;1995;PG-13;Jada Ryder
712;Raiders Antitrust;1995;PG-13;Jada Ryder
312;Fiddler Lost;1995;R;Angela Witherspoon
845;Stepmom Dream;1995;NC-17;Angela Witherspoon
494;Karate Moon;1995;PG-13;Kim Allen
592;Monster Spartacus;1995;PG;Kim Allen
748;Rugrats Shakespeare;1995;PG-13;Kim Allen
320;Flamingos Connecticut;1995;PG-13;Albert Johansson
298;Eyes Driving;1995;PG-13;Fay Winslet
811;Smile Earring;1995;G;Russell Temple
578;Million Ace;1995;PG-13;Ben Harris
817;Soldiers Evolution;1995;R;Minnie Kilmer
312;Fiddler Lost;1995;R;Ian Tandy
297;Extraordinary Conquerer;1995;G;Fay Wood
34;Arabia Dogma;1995;NC-17;Greta Malden
573;Microcosmos Paradise;1995;PG-13;Greta Malden
767;Scalawag Duck;1995;NC-17;Chris Depp
673;Personal Ladybugs;1995;PG-13;Humphrey Willis
801;Sister Freddy;1995;PG-13;Humphrey Willis
297;Extraordinary Conquerer;1995;G;Nick Degeneres
622;Newsies Story;1995;G;Nick Degeneres
673;Personal Ladybugs;1995;PG-13;Kenneth Hoffman
592;Monster Spartacus;1995;PG;Alan Dreyfuss
298;Eyes Driving;1995;PG-13;Michael Bening
622;Newsies Story;1995;G;Michael Bening
320;Flamingos Connecticut;1995;PG-13;Jon Chase
573;Microcosmos Paradise;1995;PG-13;Jon Chase
34;Arabia Dogma;1995;NC-17;Lisa Monroe
811;Smile Earring;1995;G;Ed Guiness
817;Soldiers Evolution;1995;R;Ed Guiness
622;Newsies Story;1995;G;Jeff Silverstone
811;Smile Earring;1995;G;Jeff Silverstone
845;Stepmom Dream;1995;NC-17;Debbie Akroyd
494;Karate Moon;1995;PG-13;Michael Bolger
845;Stepmom Dream;1995;NC-17;Michael Bolger
297;Extraordinary Conquerer;1995;G;Renee Ball
548;Magnificent Chitty;1995;R;Renee Ball
548;Magnificent Chitty;1995;R;Cuba Birch
748;Rugrats Shakespeare;1995;PG-13;Cuba Birch
472;Italian African;1995;G;Audrey Bailey
801;Sister Freddy;1995;PG-13;Gregory Gooding
578;Million Ace;1995;PG-13;John Suvari
592;Monster Spartacus;1995;PG;John Suvari
622;Newsies Story;1995;G;John Suvari
298;Eyes Driving;1995;PG-13;Jayne Silverstone
494;Karate Moon;1995;PG-13;Jayne Silverstone
592;Monster Spartacus;1995;PG;Jayne Silverstone
673;Personal Ladybugs;1995;PG-13;Jayne Silverstone
264;Dwarfs Alter;1995;G;Mary Keitel
817;Soldiers Evolution;1995;R;Mary Keitel
912;Trojan Tomorrow;1995;PG;Thora Temple
53;Bang Kwai;1994;NC-17;Bette Nicholson
112;Calendar Gunfight;1994;NC-17;Bette Nicholson
928;Uptown Young;1994;PG;Zero Cage
808;Sling Luke;1994;R;Dan Torn
274;Egg Igby;1994;PG;Lucille Tracy
116;Candidate Perdition;1994;R;Sandra Kilmer
112;Calendar Gunfight;1994;NC-17;Cameron Streep
928;Uptown Young;1994;PG;Alec Wayne
53;Bang Kwai;1994;NC-17;Sandra Peck
308;Ferris Mother;1994;PG;Sissy Sobieski
431;Hoosiers Birdcage;1994;G;Sissy Sobieski
112;Calendar Gunfight;1994;NC-17;Tim Hackman
431;Hoosiers Birdcage;1994;G;Tim Hackman
928;Uptown Young;1994;PG;Tim Hackman
112;Calendar Gunfight;1994;NC-17;Milla Peck
737;Rock Instinct;1994;G;Milla Peck
274;Egg Igby;1994;PG;Tom Mckellen
222;Desert Poseidon;1994;R;Goldie Brody
431;Hoosiers Birdcage;1994;G;Goldie Brody
831;Spirited Casualties;1994;PG-13;Goldie Brody
737;Rock Instinct;1994;G;Johnny Cage
505;Labyrinth League;1994;PG-13;Tom Miranda
94;Braveheart Human;1994;PG-13;Nick Stallone
53;Bang Kwai;1994;NC-17;Julia Barrymore
737;Rock Instinct;1994;G;Julia Barrymore
274;Egg Igby;1994;PG;Natalie Hopkins
112;Calendar Gunfight;1994;NC-17;Gary Phoenix
737;Rock Instinct;1994;G;Gary Phoenix
737;Rock Instinct;1994;G;Jude Cruise
222;Desert Poseidon;1994;R;Henry Berry
928;Uptown Young;1994;PG;Henry Berry
831;Spirited Casualties;1994;PG-13;Christian Neeson
860;Suicides Silence;1994;G;Ray Johansson
39;Armageddon Lost;1994;G;Angela Hudson
928;Uptown Young;1994;PG;Mary Tandy
53;Bang Kwai;1994;NC-17;Michelle Mcconaughey
222;Desert Poseidon;1994;R;Burt Posey
505;Labyrinth League;1994;PG-13;Groucho Sinatra
505;Labyrinth League;1994;PG-13;Scarlett Damon
339;Frogmen Breaking;1994;R;Ben Willis
39;Armageddon Lost;1994;G;James Pitt
808;Sling Luke;1994;R;Greg Chaplin
94;Braveheart Human;1994;PG-13;Kirsten Akroyd
505;Labyrinth League;1994;PG-13;Kirsten Akroyd
339;Frogmen Breaking;1994;R;Ellen Presley
431;Hoosiers Birdcage;1994;G;Daryl Wahlberg
661;Past Suicides;1994;PG-13;Gene Willis
928;Uptown Young;1994;PG;Susan Davis
53;Bang Kwai;1994;NC-17;Walter Torn
431;Hoosiers Birdcage;1994;G;Walter Torn
356;Giant Troopers;1994;R;Matthew Leigh
39;Armageddon Lost;1994;G;Penelope Cronyn
116;Candidate Perdition;1994;R;Sidney Crowe
831;Spirited Casualties;1994;PG-13;Sidney Crowe
505;Labyrinth League;1994;PG-13;Groucho Dunst
112;Calendar Gunfight;1994;NC-17;Gina Degeneres
831;Spirited Casualties;1994;PG-13;Gina Degeneres
98;Bright Encounters;1994;PG-13;Cameron Zellweger
737;Rock Instinct;1994;G;Cameron Zellweger
116;Candidate Perdition;1994;R;Morgan Hopkins
339;Frogmen Breaking;1994;R;Morgan Mcdormand
661;Past Suicides;1994;PG-13;Harrison Bale
831;Spirited Casualties;1994;PG-13;Renee Tracy
39;Armageddon Lost;1994;G;Cuba Allen
222;Desert Poseidon;1994;R;Liza Bergman
860;Suicides Silence;1994;G;Julianne Dench
98;Bright Encounters;1994;PG-13;Albert Nolte
860;Suicides Silence;1994;G;Frances Tomei
431;Hoosiers Birdcage;1994;G;Daryl Crawford
112;Calendar Gunfight;1994;NC-17;Greta Keitel
431;Hoosiers Birdcage;1994;G;Greta Keitel
94;Braveheart Human;1994;PG-13;Jane Jackman
808;Sling Luke;1994;R;Ed Mansfield
112;Calendar Gunfight;1994;NC-17;Whoopi Hurt
575;Midsummer Groundhog;1994;G;Jada Ryder
339;Frogmen Breaking;1994;R;River Dean
39;Armageddon Lost;1994;G;Kim Allen
661;Past Suicides;1994;PG-13;Kim Allen
431;Hoosiers Birdcage;1994;G;Fay Winslet
53;Bang Kwai;1994;NC-17;Russell Temple
339;Frogmen Breaking;1994;R;Russell Temple
94;Braveheart Human;1994;PG-13;Jayne Nolte
274;Egg Igby;1994;PG;Meryl Gibson
53;Bang Kwai;1994;NC-17;Fay Wood
431;Hoosiers Birdcage;1994;G;Greta Malden
661;Past Suicides;1994;PG-13;Greta Malden
274;Egg Igby;1994;PG;Oprah Kilmer
431;Hoosiers Birdcage;1994;G;Humphrey Willis
737;Rock Instinct;1994;G;Al Garland
339;Frogmen Breaking;1994;R;Laurence Bullock
505;Labyrinth League;1994;PG-13;Kenneth Hoffman
661;Past Suicides;1994;PG-13;Groucho Williams
928;Uptown Young;1994;PG;Alan Dreyfuss
39;Armageddon Lost;1994;G;Gene Mckellen
737;Rock Instinct;1994;G;Ed Guiness
661;Past Suicides;1994;PG-13;Humphrey Garland
98;Bright Encounters;1994;PG-13;Renee Ball
222;Desert Poseidon;1994;R;Renee Ball
39;Armageddon Lost;1994;G;Gregory Gooding
98;Bright Encounters;1994;PG-13;Meryl Allen
575;Midsummer Groundhog;1994;G;Bela Walken
116;Candidate Perdition;1994;R;Thora Temple
540;Lucky Flying;1993;PG-13;Nick Wahlberg
996;Young Language;1993;G;Ed Chase
616;National Story;1993;NC-17;Jennifer Davis
60;Beast Hunchback;1993;R;Bette Nicholson
692;Potluck Mixed;1993;G;Bette Nicholson
826;Speed Suit;1993;PG-13;Bette Nicholson
27;Anonymous Human;1993;NC-17;Grace Mostel
903;Traffic Hobbit;1993;G;Joe Swank
782;Shakespeare Saddle;1993;PG-13;Christian Gable
364;Godfather Diary;1993;NC-17;Zero Cage
395;Handicap Boondock;1993;R;Zero Cage
540;Lucky Flying;1993;PG-13;Karl Berry
897;Torque Bound;1993;G;Uma Wood
417;Hills Neighbors;1993;G;Vivien Bergen
287;Entrapment Satisfaction;1993;R;Fred Costner
199;Cupboard Sinners;1993;R;Helen Voight
6;Agent Truman;1993;PG;Kirsten Paltrow
6;Agent Truman;1993;PG;Sandra Kilmer
782;Shakespeare Saddle;1993;PG-13;Sandra Kilmer
826;Speed Suit;1993;PG-13;Sandra Kilmer
855;Streak Ridgemont;1993;PG-13;Sandra Kilmer
199;Cupboard Sinners;1993;R;Cameron Streep
564;Massage Image;1993;PG;Kevin Bloom
90;Boulevard Mob;1993;R;Rip Crawford
564;Massage Image;1993;PG;Rip Crawford
540;Lucky Flying;1993;PG-13;Julia Mcqueen
996;Young Language;1993;G;Julia Mcqueen
287;Entrapment Satisfaction;1993;R;Woody Hoffman
131;Center Dinosaur;1993;PG;Alec Wayne
282;Encounters Curtain;1993;NC-17;Alec Wayne
199;Cupboard Sinners;1993;R;Tim Hackman
881;Temple Attraction;1993;PG;Milla Peck
90;Boulevard Mob;1993;R;Audrey Olivier
387;Gun Bonnie;1993;G;Burt Dukakis
410;Heaven Freedom;1993;PG;Burt Dukakis
60;Beast Hunchback;1993;R;Jodie Degeneres
410;Heaven Freedom;1993;PG;Kirk Jovovich
604;Mulan Moon;1993;G;Nick Stallone
540;Lucky Flying;1993;PG-13;Parker Goldberg
287;Entrapment Satisfaction;1993;R;Frances Day-Lewis
282;Encounters Curtain;1993;NC-17;Anne Cronyn
417;Hills Neighbors;1993;G;Natalie Hopkins
897;Torque Bound;1993;G;Natalie Hopkins
395;Handicap Boondock;1993;R;Gary Phoenix
990;World Leathernecks;1993;PG-13;Gary Phoenix
990;World Leathernecks;1993;PG-13;Penelope Pinkett
27;Anonymous Human;1993;NC-17;Fay Kilmer
417;Hills Neighbors;1993;G;Dan Harris
199;Cupboard Sinners;1993;R;Christian Akroyd
417;Hills Neighbors;1993;G;Christian Akroyd
990;World Leathernecks;1993;PG-13;Christian Neeson
6;Agent Truman;1993;PG;Jayne Neeson
413;Hedwig Alter;1993;NC-17;Jayne Neeson
990;World Leathernecks;1993;PG-13;Jayne Neeson
616;National Story;1993;NC-17;Ray Johansson
761;Santa Paris;1993;PG;Kenneth Paltrow
60;Beast Hunchback;1993;R;Angelina Astaire
604;Mulan Moon;1993;G;Angelina Astaire
387;Gun Bonnie;1993;G;Groucho Sinatra
32;Apocalypse Flamingos;1993;R;Mae Hoffman
564;Massage Image;1993;PG;Scarlett Damon
692;Potluck Mixed;1993;G;Scarlett Damon
761;Santa Paris;1993;PG;Scarlett Damon
413;Hedwig Alter;1993;NC-17;James Pitt
540;Lucky Flying;1993;PG-13;James Pitt
616;National Story;1993;NC-17;James Pitt
782;Shakespeare Saddle;1993;PG-13;James Pitt
996;Young Language;1993;G;James Pitt
761;Santa Paris;1993;PG;Minnie Zellweger
364;Godfather Diary;1993;NC-17;Greg Chaplin
199;Cupboard Sinners;1993;R;Spencer Peck
881;Temple Attraction;1993;PG;Kenneth Pesci
410;Heaven Freedom;1993;PG;Charlize Dench
564;Massage Image;1993;PG;Charlize Dench
855;Streak Ridgemont;1993;PG-13;Sean Guiness
90;Boulevard Mob;1993;R;Kirsten Akroyd
564;Massage Image;1993;PG;Kirsten Akroyd
60;Beast Hunchback;1993;R;Kenneth Torn
402;Harper Dying;1993;G;Kenneth Torn
540;Lucky Flying;1993;PG-13;Kenneth Torn
855;Streak Ridgemont;1993;PG-13;Daryl Wahlberg
903;Traffic Hobbit;1993;G;Daryl Wahlberg
826;Speed Suit;1993;PG-13;Meg Hawke
782;Shakespeare Saddle;1993;PG-13;Chris Bridges
990;World Leathernecks;1993;PG-13;Chris Bridges
27;Anonymous Human;1993;NC-17;Jim Mostel
540;Lucky Flying;1993;PG-13;Jim Mostel
60;Beast Hunchback;1993;R;Susan Davis
624;Nightmare Chill;1993;PG;Walter Torn
199;Cupboard Sinners;1993;R;Matthew Leigh
692;Potluck Mixed;1993;G;Matthew Leigh
903;Traffic Hobbit;1993;G;Matthew Leigh
287;Entrapment Satisfaction;1993;R;Penelope Cronyn
990;World Leathernecks;1993;PG-13;Sidney Crowe
881;Temple Attraction;1993;PG;Groucho Dunst
6;Agent Truman;1993;PG;Warren Nolte
27;Anonymous Human;1993;NC-17;Susan Davis
90;Boulevard Mob;1993;R;Morgan Mcdormand
90;Boulevard Mob;1993;R;Dan Streep
395;Handicap Boondock;1993;R;Renee Tracy
782;Shakespeare Saddle;1993;PG-13;Warren Jackman
395;Handicap Boondock;1993;R;Albert Nolte
199;Cupboard Sinners;1993;R;Frances Tomei
564;Massage Image;1993;PG;Cate Mcqueen
826;Speed Suit;1993;PG-13;Daryl Crawford
881;Temple Attraction;1993;PG;Jane Jackman
410;Heaven Freedom;1993;PG;Adam Hopper
897;Torque Bound;1993;G;Adam Hopper
410;Heaven Freedom;1993;PG;Richard Penn
413;Hedwig Alter;1993;NC-17;Gene Hopkins
624;Nightmare Chill;1993;PG;Gene Hopkins
897;Torque Bound;1993;G;Gene Hopkins
364;Godfather Diary;1993;NC-17;Rita Reynolds
616;National Story;1993;NC-17;Rita Reynolds
364;Godfather Diary;1993;NC-17;Ed Mansfield
6;Agent Truman;1993;PG;Morgan Williams
410;Heaven Freedom;1993;PG;Morgan Williams
564;Massage Image;1993;PG;Morgan Williams
90;Boulevard Mob;1993;R;Ewan Gooding
282;Encounters Curtain;1993;NC-17;Ewan Gooding
540;Lucky Flying;1993;PG-13;Ewan Gooding
27;Anonymous Human;1993;NC-17;Whoopi Hurt
395;Handicap Boondock;1993;R;Cate Harris
199;Cupboard Sinners;1993;R;Jada Ryder
540;Lucky Flying;1993;PG-13;Jada Ryder
90;Boulevard Mob;1993;R;Angela Witherspoon
540;Lucky Flying;1993;PG-13;Angela Witherspoon
402;Harper Dying;1993;G;Kim Allen
692;Potluck Mixed;1993;G;Kim Allen
402;Harper Dying;1993;G;Albert Johansson
410;Heaven Freedom;1993;PG;Albert Johansson
131;Center Dinosaur;1993;PG;Fay Winslet
402;Harper Dying;1993;G;Fay Winslet
410;Heaven Freedom;1993;PG;Fay Winslet
27;Anonymous Human;1993;NC-17;Emily Dee
422;Hollow Jeopardy;1993;NC-17;Emily Dee
761;Santa Paris;1993;PG;Russell Temple
782;Shakespeare Saddle;1993;PG-13;Russell Temple
131;Center Dinosaur;1993;PG;Geoffrey Heston
27;Anonymous Human;1993;NC-17;Meryl Gibson
282;Encounters Curtain;1993;NC-17;Meryl Gibson
387;Gun Bonnie;1993;G;Ian Tandy
604;Mulan Moon;1993;G;Greta Malden
616;National Story;1993;NC-17;Greta Malden
32;Apocalypse Flamingos;1993;R;Vivien Basinger
616;National Story;1993;NC-17;Vivien Basinger
990;World Leathernecks;1993;PG-13;Vivien Basinger
364;Godfather Diary;1993;NC-17;Laura Brody
826;Speed Suit;1993;PG-13;Chris Depp
90;Boulevard Mob;1993;R;Harvey Hope
32;Apocalypse Flamingos;1993;R;Oprah Kilmer
410;Heaven Freedom;1993;PG;Oprah Kilmer
881;Temple Attraction;1993;PG;Christopher West
996;Young Language;1993;G;Christopher West
395;Handicap Boondock;1993;R;Al Garland
692;Potluck Mixed;1993;G;Laurence Bullock
32;Apocalypse Flamingos;1993;R;Will Wilson
387;Gun Bonnie;1993;G;Will Wilson
826;Speed Suit;1993;PG-13;Will Wilson
6;Agent Truman;1993;PG;Kenneth Hoffman
564;Massage Image;1993;PG;Kenneth Hoffman
897;Torque Bound;1993;G;Kenneth Hoffman
27;Anonymous Human;1993;NC-17;Mena Hopper
996;Young Language;1993;G;Mena Hopper
761;Santa Paris;1993;PG;Olympia Pfeiffer
903;Traffic Hobbit;1993;G;Olympia Pfeiffer
564;Massage Image;1993;PG;Alan Dreyfuss
616;National Story;1993;NC-17;William Hackman
417;Hills Neighbors;1993;G;Jon Chase
27;Anonymous Human;1993;NC-17;Ed Guiness
131;Center Dinosaur;1993;PG;Ed Guiness
387;Gun Bonnie;1993;G;Matthew Carrey
604;Mulan Moon;1993;G;Matthew Carrey
413;Hedwig Alter;1993;NC-17;Debbie Akroyd
990;World Leathernecks;1993;PG-13;Debbie Akroyd
32;Apocalypse Flamingos;1993;R;Russell Close
761;Santa Paris;1993;PG;Michael Bolger
422;Hollow Jeopardy;1993;NC-17;Julia Zellweger
417;Hills Neighbors;1993;G;Renee Ball
410;Heaven Freedom;1993;PG;Gregory Gooding
692;Potluck Mixed;1993;G;Gregory Gooding
6;Agent Truman;1993;PG;Reese West
364;Godfather Diary;1993;NC-17;Reese West
395;Handicap Boondock;1993;R;Mary Keitel
604;Mulan Moon;1993;G;Julia Fawcett
970;Westward Seabiscuit;1992;NC-17;Penelope Guiness
958;Wardrobe Phantom;1992;G;Nick Wahlberg
202;Daddy Pittsburgh;1992;G;Johnny Lollobrigida
535;Love Suicides;1992;R;Johnny Lollobrigida
766;Savannah Town;1992;PG-13;Grace Mostel
959;Warlock Werewolf;1992;G;Grace Mostel
158;Clones Pinocchio;1992;R;Matthew Johansson
722;Reef Salute;1992;NC-17;Joe Swank
728;Reunion Witches;1992;R;Karl Berry
948;Voice Peach;1992;PG-13;Vivien Bergen
970;Westward Seabiscuit;1992;NC-17;Vivien Bergen
221;Deliverance Mulholland;1992;R;Fred Costner
478;Jaws Harry;1992;G;Helen Voight
948;Voice Peach;1992;PG-13;Helen Voight
959;Warlock Werewolf;1992;G;Helen Voight
478;Jaws Harry;1992;G;Lucille Tracy
538;Loverboy Attacks;1992;PG-13;Lucille Tracy
663;Patient Sister;1992;NC-17;Lucille Tracy
700;Prix Undefeated;1992;R;Kirsten Paltrow
491;Jumping Wrath;1992;NC-17;Elvis Marx
491;Jumping Wrath;1992;NC-17;Sandra Kilmer
549;Magnolia Forrester;1992;PG-13;Sandra Kilmer
766;Savannah Town;1992;PG-13;Sandra Kilmer
538;Loverboy Attacks;1992;PG-13;Kevin Bloom
358;Gilmore Boiled;1992;R;Woody Hoffman
700;Prix Undefeated;1992;R;Sissy Sobieski
309;Feud Frogmen;1992;R;Tim Hackman
651;Packer Madigan;1992;PG-13;Tim Hackman
663;Patient Sister;1992;NC-17;Val Bolger
989;Working Microcosmos;1992;R;Val Bolger
700;Prix Undefeated;1992;R;Goldie Brody
374;Graffiti Love;1992;PG;Johnny Cage
309;Feud Frogmen;1992;R;Tom Miranda
535;Love Suicides;1992;R;Tom Miranda
958;Wardrobe Phantom;1992;G;Kirk Jovovich
952;Wagon Jaws;1992;PG;Nick Stallone
478;Jaws Harry;1992;G;Parker Goldberg
538;Loverboy Attacks;1992;PG-13;Parker Goldberg
766;Savannah Town;1992;PG-13;Parker Goldberg
295;Expendable Stallion;1992;PG;Frances Day-Lewis
358;Gilmore Boiled;1992;R;Mena Temple
970;Westward Seabiscuit;1992;NC-17;Penelope Pinkett
75;Bird Independence;1992;G;Fay Kilmer
728;Reunion Witches;1992;R;Dan Harris
549;Magnolia Forrester;1992;PG-13;Christian Akroyd
726;Reservoir Adaptation;1992;PG-13;Christian Akroyd
295;Expendable Stallion;1992;PG;Dustin Tautou
952;Wagon Jaws;1992;PG;Henry Berry
374;Graffiti Love;1992;PG;Christian Neeson
535;Love Suicides;1992;R;Christian Neeson
766;Savannah Town;1992;PG-13;Christian Neeson
295;Expendable Stallion;1992;PG;Jayne Neeson
158;Clones Pinocchio;1992;R;Angela Hudson
491;Jumping Wrath;1992;NC-17;Angela Hudson
726;Reservoir Adaptation;1992;PG-13;Jessica Bailey
766;Savannah Town;1992;PG-13;Jessica Bailey
654;Panky Submarine;1992;G;Rip Winslet
